RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+3.15499006495809e+00 +1.79595518856333e-17 +9.33604604227281e-20 -9.42108137518721e-20 -8.50353329143935e-22 +6.70312575047052e-21 -7.16855243312690e-21 -4.65426682656383e-22 +0.00000000000000e+00 -1.62433390868057e-33 -1.62433390868057e-33 +7.31920690073845e-23 -1.79539222127853e-17 -1.79538490207163e-17 +1.09279949468435e-19 -1.13667034373600e-19 -4.38708490516439e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.98575114353246e-32 2.74410245822691e-13%
+3.24356080723581e+00 +1.89969849544386e-17 +9.32557546538504e-20 -9.51433651464907e-20 -1.88761049264030e-21 +6.65984909867726e-21 -7.20825373189394e-21 -5.48404633216681e-22 +0.00000000000000e+00 -4.64332658937603e-33 -4.64332658937603e-33 +7.24479938025400e-23 -1.89899710688567e-17 -1.89898986208629e-17 +1.08862557170815e-19 -1.13512875620217e-19 -4.65031844940197e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +4.55723173090630e-31 2.37283700356228e-12%
+3.33461801578636e+00 +2.00973118683503e-17 +9.31350362223937e-20 -9.63088333628122e-20 -3.17379714041845e-21 +6.59704492835486e-21 -7.25914558222497e-21 -6.62100653870107e-22 +0.00000000000000e+00 -1.25947891809409e-32 -1.25947891809409e-32 +7.23271692856485e-23 -2.00883935039242e-17 -2.00883211767549e-17 +1.07621575519819e-19 -1.12776369322016e-19 -5.15479380219726e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.12340697362323e-30 5.53273320641297e-12%
+3.42823149373397e+00 +2.12554100859950e-17 +9.30442088014463e-20 -9.68693189364965e-20 -3.82511013505023e-21 +6.59391436828170e-21 -7.27952139349791e-21 -6.85607025216207e-22 +0.00000000000000e+00 -3.14160804797915e-32 -3.14160804797915e-32 +7.26939050092061e-23 -2.12461424026596e-17 -2.12460697087546e-17 +1.11907697440459e-19 -1.16737357518867e-19 -4.82966007840785e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.62062189995325e-30 7.54935361624634e-12%
+3.52447300380159e+00 +2.24848324280010e-17 +9.29323856271167e-20 -9.77020137646454e-20 -4.76962813752873e-21 +6.56862331449569e-21 -7.31290664863351e-21 -7.44283334137815e-22 +0.00000000000000e+00 -7.53763880602334e-32 -7.53763880602334e-32 +7.40299653757910e-23 -2.24739484698339e-17 -2.24738744398685e-17 +1.01556197139820e-19 -1.07000273799444e-19 -5.44407665962370e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.12021715215284e-30 4.93793064620010e-12%
+3.62341632332315e+00 +2.37865103208288e-17 +9.28144671353372e-20 -9.86617789646202e-20 -5.84731182928300e-21 +6.53275245385438e-21 -7.35228866779224e-21 -8.19536213937859e-22 +0.00000000000000e+00 -1.75839758839950e-31 -1.75839758839950e-31 +7.37494797163308e-23 -2.37745344740845e-17 -2.37744607246047e-17 +1.05251803369982e-19 -1.10634551550505e-19 -5.38274818052288e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.91252068251805e-32 4.13173483107621e-13%
+3.72513730080021e+00 +2.51668647881377e-17 +9.26822174150126e-20 -9.97775781858900e-20 -7.09536077087735e-21 +6.48400631626225e-21 -7.39932259403131e-21 -9.15316277769060e-22 +0.00000000000000e+00 -4.02949712119960e-31 -4.02949712119960e-31 +7.17440109548942e-23 -2.51531663617506e-17 -2.51530946177396e-17 +1.03360776668425e-19 -1.09120270017738e-19 -5.75949334931268e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -3.45656276768899e-31 1.36248949973038e-12%
+3.82971391404628e+00 +2.66311245770059e-17 +9.25346358093701e-20 -1.01102105010686e-19 -8.56746920131551e-21 +6.42003593257565e-21 -7.45598951042861e-21 -1.03595357785295e-21 +0.00000000000000e+00 -9.10219453927672e-31 -9.10219453927672e-31 +7.38099048751891e-23 -2.66154965484511e-17 -2.66154227385462e-17 +1.02633247748364e-19 -1.08731663427318e-19 -6.09841567895461e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +6.73882887541094e-31 2.51141599625953e-12%
+3.93722632996348e+00 +2.81730095171497e-17 +9.24179183314936e-20 -1.01802049416838e-19 -9.38413108534409e-21 +6.41530122321721e-21 -7.48138360460300e-21 -1.06608238138579e-21 +0.00000000000000e+00 -1.96488073172515e-30 -1.96488073172515e-30 +7.41052182514041e-23 -2.81566779418477e-17 -2.81566038366295e-17 +1.05061679683249e-19 -1.11017146734423e-19 -5.95546705117477e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.58247043780331e-31 1.26245661957127e-12%
+4.04775696599732e+00 +2.98091452939377e-17 +9.22840890515772e-20 -1.02677708169995e-19 -1.03936191184174e-20 +6.39732500384677e-21 -7.51511162677245e-21 -1.11778662292569e-21 +0.00000000000000e+00 -4.18848284108809e-30 -4.18848284108809e-30 +7.27718679754199e-23 -2.97915150412311e-17 -2.97914422693631e-17 +1.01142334731186e-19 -1.07333953560212e-19 -6.19161882902673e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +5.31556664650877e-32 1.77132168342809e-13%
+4.16139055331671e+00 +3.15580400589938e-17 +9.20874023499382e-20 -1.04599192127277e-19 -1.25117897773391e-20 +6.29174233331628e-21 -7.59943359622474e-21 -1.30769126290846e-21 +0.00000000000000e+00 -9.17118105631343e-30 -9.17118105631343e-30 +7.33241000537794e-23 -3.15375974319054e-17 -3.15375241078053e-17 +1.01225091151735e-19 -1.07921561290705e-19 -6.69647013896930e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +5.94871611572607e-32 1.87315605834986e-13%
+4.27821420176762e+00 +3.34006091819392e-17 +9.19227053480087e-20 -1.05826438840068e-19 -1.39037334920596e-20 +6.24954576568932e-21 -7.64944205709374e-21 -1.39989629140443e-21 +0.00000000000000e+00 -1.91514399494867e-29 -1.91514399494867e-29 +7.20010234971862e-23 -3.33783843607607e-17 -3.33783123597372e-17 +1.00660021111528e-19 -1.07653213509609e-19 -6.99319239808038e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.32210275857323e-30 3.93488661773787e-12%
+4.39831746665022e+00 +3.53327720425766e-17 +9.18147859334777e-20 -1.06160020264081e-19 -1.43452343306031e-20 +6.28153039872381e-21 -7.65598400449966e-21 -1.37445360577585e-21 +0.00000000000000e+00 -3.78597543122690e-29 -3.78597543122690e-29 +7.21955800644937e-23 -3.53102259350661e-17 -3.53101537394861e-17 +9.04050433684307e-20 -9.73036584851658e-20 -6.89861511673515e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -3.89723961308910e-31 1.09715427371765e-12%
+4.52179241737070e+00 +3.74053244364569e-17 +9.16240593457063e-20 -1.07703215090982e-19 -1.60791557452758e-20 +6.21836566530156e-21 -7.72040311624091e-21 -1.50203745093934e-21 +0.00000000000000e+00 -7.73288874443809e-29 -7.73288874443809e-29 +7.49287972072045e-23 -3.73808730443008e-17 -3.73807981155036e-17 +9.52382628268198e-20 -1.02183390506449e-19 -6.94512767962898e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.34706762547735e-31 3.58277149388801e-13%
+4.64873370802026e+00 +3.96121615560655e-17 +9.14018415870893e-20 -1.09553367794457e-19 -1.81515262073678e-20 +6.13735070436638e-21 -7.79854370445248e-21 -1.66119300008610e-21 +0.00000000000000e+00 -1.57281154723789e-28 -1.57281154723789e-28 +7.24481341033529e-23 -3.95849590342445e-17 -3.95848865861104e-17 +9.21454066385966e-20 -9.96076572289764e-20 -7.46225059037975e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.69722576349125e-33 4.26418078086768e-15%
+4.77923864993560e+00 +4.19207185906394e-17 +9.12539796784576e-20 -1.10289708870932e-19 -1.90357291924749e-20 +6.14169651664704e-21 -7.82380177140424e-21 -1.68210525475720e-21 +0.00000000000000e+00 -3.01482486650522e-28 -3.01482486650522e-28 +7.18382963721241e-23 -4.18926588238698e-17 -4.18925869855734e-17 +8.85406736286896e-20 -9.59544439458886e-20 -7.41377031719898e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.58992741683319e-32 2.27752859233664e-13%
+4.91340728629636e+00 +4.43888991303767e-17 +9.10567155792200e-20 -1.11690869436390e-19 -2.06341538571700e-20 +6.10039207796451e-21 -7.88011190743233e-21 -1.77971982946782e-21 +0.00000000000000e+00 -5.83275380899875e-28 -5.83275380899875e-28 +7.19991298287404e-23 -4.43590073126981e-17 -4.43589353135682e-17 +8.83434962185052e-20 -9.58934387565918e-20 -7.54994253808661e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +5.25947393687849e-31 1.17992961718930e-12%
+5.05134246881676e+00 +4.70430822048312e-17 +9.07633386650517e-20 -1.14196059482953e-19 -2.34327208179018e-20 +5.98711647013925e-21 -7.98671144339220e-21 -1.99959497325295e-21 +0.00000000000000e+00 -1.16068706583371e-27 -1.16068706583371e-27 +7.44177188019502e-23 -4.70097159305336e-17 -4.70096415128148e-17 +8.89813036209869e-20 -9.69896786854182e-20 -8.00837506443133e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.23765073051185e-31 2.62053749925168e-13%
+5.19314993659021e+00 +4.98107379447387e-17 +9.05682366457607e-20 -1.15355234901670e-19 -2.47869982559096e-20 +5.96860506261292e-21 -8.03071933163174e-21 -2.06211426901882e-21 +0.00000000000000e+00 -2.16401070118100e-27 -2.16401070118100e-27 +7.50698460589842e-23 -4.97759584827313e-17 -4.97758834128853e-17 +9.17664130727052e-20 -9.97718302350567e-20 -8.00541716235151e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.15847394810984e-30 4.31702419795032e-12%
+5.33893839714735e+00 +5.27658070628334e-17 +9.03367760481668e-20 -1.16923622212325e-19 -2.65868461641585e-20 +5.92623623895061e-21 -8.09342096164545e-21 -2.16718472269485e-21 +0.00000000000000e+00 -4.02735060017069e-27 -4.02735060017069e-27 +7.52076995152231e-23 -5.27289849075801e-17 -5.27289096998806e-17 +9.15350725652505e-20 -9.96784006050341e-20 -8.14332803978367e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.17442004302518e-30 2.21782515425436e-12%
+5.48881960978967e+00 +5.58910155162111e-17 +9.01100333890174e-20 -1.18330280210910e-19 -2.82202468218930e-20 +5.89632139496718e-21 -8.14820476056997e-21 -2.25188336560279e-21 +0.00000000000000e+00 -7.31653934323926e-27 -7.31653934323926e-27 +7.44572809923147e-23 -5.58524864212938e-17 -5.58524119640128e-17 +8.18998500560725e-20 -9.00312647504606e-20 -8.13141469438813e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -6.27492050005666e-32 1.11914265061902e-13%
+5.64290847126254e+00 +5.92256221464281e-17 +8.98545895545358e-20 -1.20017105387646e-19 -3.01625158331100e-20 +5.85236379821134e-21 -8.21566421732325e-21 -2.36330041911190e-21 +0.00000000000000e+00 -1.32949031173832e-26 -1.32949031173832e-26 +7.46111244852144e-23 -5.91849204490147e-17 -5.91848458378902e-17 +8.16744809624757e-20 -8.99249599508179e-20 -8.25047898834215e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.43468841332143e-30 4.09858964792625e-12%
+5.80132310383338e+00 +6.27663709274312e-17 +8.95837197787052e-20 -1.21729687000788e-19 -3.21459672220830e-20 +5.80953804194795e-21 -8.28379241206404e-21 -2.47425437011610e-21 +0.00000000000000e+00 -2.39007969867922e-26 -2.39007969867922e-26 +7.23970784205396e-23 -6.27234537348580e-17 -6.27233813377795e-17 +8.46496025568862e-20 -9.30189467160740e-20 -8.36934415918774e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -4.94542698532185e-31 7.85655766518258e-13%
+5.96418494584246e+00 +6.65359225223462e-17 +8.93010832397284e-20 -1.23544669720410e-19 -3.42435864806818e-20 +5.76414111251741e-21 -8.35647059945203e-21 -2.59232948693463e-21 +0.00000000000000e+00 -4.24737611906771e-26 -4.24737611906771e-26 +7.25851267210215e-23 -6.64906648739624e-17 -6.64905922888357e-17 +8.43964653156205e-20 -9.28907403840914e-20 -8.49427506847089e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.06780178403658e-31 1.05939494733992e-12%
+6.13161884479578e+00 +7.05463690234814e-17 +8.90037349724924e-20 -1.25426730352435e-19 -3.64229953799425e-20 +5.71803251315113e-21 -8.43192346854296e-21 -2.71389095539184e-21 +0.00000000000000e+00 -7.46889656520862e-26 -7.46889656520862e-26 +7.27775668421369e-23 -7.04986866949976e-17 -7.04986139174307e-17 +8.41352350535070e-20 -9.27533800774646e-20 -8.61814502395756e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.44750788451376e-30 3.46058330741136e-12%
+6.30375315307128e+00 +7.48261799250743e-17 +8.86671610552396e-20 -1.27555584388777e-19 -3.88884233335371e-20 +5.66099541497086e-21 -8.51807561526671e-21 -2.85708020029585e-21 +0.00000000000000e+00 -1.31071903531556e-25 -1.31071903531556e-25 +7.36806238130336e-23 -7.47757057327165e-17 -7.47756320520927e-17 +8.51157265026615e-20 -9.39179648786592e-20 -8.80223837599771e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.03590956883728e-31 1.38110784049938e-13%
+6.48071982631197e+00 +7.93731443558112e-17 +8.83375848910495e-20 -1.29579949501985e-19 -4.12423646109357e-20 +5.61360771436627e-21 -8.59951659517503e-21 -2.98590888080876e-21 +0.00000000000000e+00 -2.25950051684091e-25 -2.25950051684091e-25 +7.38746674450558e-23 -7.93200654555848e-17 -7.93199915809174e-17 +8.48325052921914e-20 -9.37567807428761e-20 -8.92427545068470e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.30058049144470e-30 1.63488090798226e-12%
+6.66265452458115e+00 +8.42580416509523e-17 +8.79359857454819e-20 -1.32157606179681e-19 -4.42216204341995e-20 +5.54126911716778e-21 -8.70487768884253e-21 -3.16360857167475e-21 +0.00000000000000e+00 -3.94063192825031e-25 -3.94063192825031e-25 +7.35064448929121e-23 -8.42016887995992e-17 -8.42016152931543e-17 +8.03370973689025e-20 -8.93778320983127e-20 -9.04073472941018e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -4.50932422353966e-31 5.34078073275041e-13%
+6.84969671635745e+00 +8.94268054290818e-17 +8.75698266571710e-20 -1.34335004335744e-19 -4.67651776785729e-20 +5.49281063891969e-21 -8.79294882687700e-21 -3.30013818795730e-21 +0.00000000000000e+00 -6.66898793545029e-25 -6.66898793545029e-25 +7.37205001014445e-23 -8.93676668105258e-17 -8.93675930900257e-17 +8.00564385644324e-20 -8.92027948571061e-20 -9.14635629267368e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.95308555660310e-30 2.17978303045156e-12%
+7.04198978544929e+00 +9.49398313926129e-17 +8.71850569518018e-20 -1.36589389745038e-19 -4.94043327932362e-20 +5.44360210969380e-21 -8.88449470923741e-21 -3.44089259954360e-21 +0.00000000000000e+00 -1.11872175661923e-24 -1.11872175661923e-24 +7.39430265317368e-23 -9.48778084778802e-17 -9.48777345348536e-17 +7.97668395245704e-20 -8.90173531695697e-20 -9.25051364499927e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -3.06198787033266e-31 3.21933950022879e-13%
+7.23968114091088e+00 +1.00671970639320e-16 +8.69213001533016e-20 -1.37666380237883e-19 -5.07450800845812e-20 +5.45272272300892e-21 -8.92424443109515e-21 -3.47152170808623e-21 +0.00000000000000e+00 -1.77242574892935e-24 -1.77242574892935e-24 +7.66143570268430e-23 -1.00608646968099e-16 -1.00608570353742e-16 +8.39316718566914e-20 -9.31135832154543e-20 -9.18191135876289e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.70656654909014e-31 9.62491331321560e-13%
+7.44292233004376e+00 +1.06936729131704e-16 +8.65032565819935e-20 -1.40063963160422e-19 -5.35607065784289e-20 +5.40095670510869e-21 -9.02269585085904e-21 -3.62173914575036e-21 +0.00000000000000e+00 -2.92446708754438e-24 -2.92446708754438e-24 +7.68275411893781e-23 -1.06870316782937e-16 -1.06870239955395e-16 +8.36039570406243e-20 -9.29077631574000e-20 -9.30380611677566e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.38469550713443e-31 8.76154677769524e-13%
+7.65186915457082e+00 +1.13629909313945e-16 +8.60642971916813e-20 -1.42544221335196e-19 -5.64799241435151e-20 +5.34844099616374e-21 -9.12512999153110e-21 -3.77668899536736e-21 +0.00000000000000e+00 -4.78637893411689e-24 -4.78637893411689e-24 +7.70551638683830e-23 -1.13560301215340e-16 -1.13560224160176e-16 +8.32660697067882e-20 -9.26898239574268e-20 -9.42375425063855e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +9.09472267988262e-31 7.99152008903794e-13%
+7.86668179007158e+00 +1.20839267856503e-16 +8.55502188588432e-20 -1.45462774679483e-19 -5.99125558206393e-20 +5.27963696501257e-21 -9.24733481803259e-21 -3.96769785302002e-21 +0.00000000000000e+00 -7.93386459645020e-24 -7.93386459645020e-24 +7.41859388419991e-23 -1.20766231350797e-16 -1.20766157164858e-16 +7.38677033223007e-20 -8.30902074282885e-20 -9.22250410598780e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.06097978223278e-31 6.66174435892717e-13%
+8.08752490877045e+00 +1.28503569011853e-16 +8.50639333620447e-20 -1.48126858281322e-19 -6.30629249192770e-20 +5.22577170588877e-21 -9.35888000077804e-21 -4.13310829488926e-21 +0.00000000000000e+00 -1.27814381733086e-23 -1.27814381733086e-23 +7.44985824559323e-23 -1.28427115615724e-16 -1.28427041117142e-16 +7.35357836831421e-20 -8.28548637437329e-20 -9.31908006059082e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.66277569161102e-30 1.29230465520507e-12%
+8.31456780577207e+00 +1.36709679349328e-16 +8.45540078016666e-20 -1.50881509725720e-19 -6.63275019240538e-20 +5.17114792996622e-21 -9.47516231428862e-21 -4.30401438432241e-21 +0.00000000000000e+00 -2.04314266799261e-23 -2.04314266799261e-23 +7.48410581579956e-23 -1.36629688815079e-16 -1.36629613974021e-16 +7.31939935424458e-20 -8.26074211239659e-20 -9.41342758152006e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -8.94110569269344e-30 6.53242570232071e-12%
+8.54798452884041e+00 +1.45728288949235e-16 +8.38713734078609e-20 -1.54832775524308e-19 -7.09614021164470e-20 +5.07199230663421e-21 -9.64370221609599e-21 -4.57170990946179e-21 +0.00000000000000e+00 -3.32043994900441e-23 -3.32043994900441e-23 +7.56802017361654e-23 -1.45643065108446e-16 -1.45642989428244e-16 +7.46655712152919e-20 -8.43987757816931e-20 -9.73320456640116e-21 +0.00000000000000e+00 -3.18853873000845e-34 +5.91227198575812e-36 -4.59785787826162e-31 3.15154957868195e-13%
+8.78795401182132e+00 +1.55181261628247e-16 +8.33078240182485e-20 -1.57781040228399e-19 -7.44732162101507e-20 +5.01697088776484e-21 -9.77054030687408e-21 -4.75356941910924e-21 +0.00000000000000e+00 -5.22224426684791e-23 -5.22224426684791e-23 +7.61059183282600e-23 -1.55092239665195e-16 -1.55092163559277e-16 +7.42916191988104e-20 -8.41106800954649e-20 -9.81906089665456e-21 +0.00000000000000e+00 -1.00421118663877e-33 +1.91682340863454e-35 +1.97610755061046e-30 1.27208526488539e-12%
+9.03466021181053e+00 +1.65327362788994e-16 +8.27178438620459e-20 -1.60832681955071e-19 -7.81148380930250e-20 +4.96116228328674e-21 -9.90323612181201e-21 -4.94207383852527e-21 +0.00000000000000e+00 -8.14981763545624e-23 -8.14981763545624e-23 +7.65980066822096e-23 -1.65234398748582e-16 -1.65234322150576e-16 +7.39064898309332e-20 -8.38087181419847e-20 -9.90222831105152e-21 +0.00000000000000e+00 -3.06252434805022e-33 +6.02432867733264e-35 +2.24973271388846e-32 1.35944526561766e-14%
+9.28829225017250e+00 +1.75863798252369e-16 +8.22735834399841e-20 -1.62798643559764e-19 -8.05250601197804e-20 +4.94640508796428e-21 -9.98982159819062e-21 -5.04341651022634e-21 +0.00000000000000e+00 -1.21637988366301e-22 -1.21637988366301e-22 +7.60110986388806e-23 -1.75768572851963e-16 -1.75768496840865e-16 +7.07496826009318e-20 -8.03609794844098e-20 -9.61129688347800e-21 +0.00000000000000e+00 -1.34003731328253e-31 +2.63212323461760e-33 +2.81115557582376e-30 1.59704927126447e-12%
+9.54904455751808e+00 +1.87543403101643e-16 +8.16328732042864e-20 -1.66070058607743e-19 -8.44371854034568e-20 +4.88801431569162e-21 -1.01352863709871e-20 -5.24727205529543e-21 +0.00000000000000e+00 -1.86972127672105e-22 -1.86972127672105e-22 +7.67075297434906e-23 -1.87443924092222e-16 -1.87443847384692e-16 +7.03610368845025e-20 -8.00453242536583e-20 -9.68428736915583e-21 +0.00000000000000e+00 -4.03204460523286e-31 +8.17939356996709e-33 -5.19019441582284e-30 2.76514886166806e-12%
+9.81711702275219e+00 +2.00112138179693e-16 +8.09624168009660e-20 -1.69472186754190e-19 -8.85097699532242e-20 +4.82875251623096e-21 -1.02883892800985e-20 -5.45963676386758e-21 +0.00000000000000e+00 -2.85124253460810e-22 -2.85124253460810e-22 +7.75461608313613e-23 -2.00008207058674e-16 -2.00008129512513e-16 +6.99596990650286e-20 -7.97138352710490e-20 -9.75413620602038e-21 +0.00000000000000e+00 -1.17681987516443e-30 +2.46921139196031e-32 +1.51810634104608e-30 7.58037526851172e-13%
